customer_id,first_name,last_name,email,phone,city,postal_code,registration_date,marketing_channel,loyalty_member,birth_date
2990,Dawid,Pasiak,dawid.pasiak@gmail.com,,Poznań,00000,2025-05-14,Newsletter,False,1990-01-20
2991,Rafał,Gregorczuk,RAFAŁ.GREGORCZUK@GMAIL.COM,730854381,Poznań,10-786,2026-07-26,Meta Ads,False,1991-11-05
2992,Jacek,Nieborak,jacek.nieborak@wp.pl,+48 788 087 241,Gdańsk,58-911,2026-02-11,Organic,False,2002-04-07
2993,Krystian,Polnik,krystian.polnik@wp.pl,874352632,Rzeszów,00000,2025-03-21,Organic,False,1965-03-23
2994,Aurelia,Boba,aurelia.boba@o2.pl,948-618-442,Konin,59-541,2026-04-29,Organic,True,1996-12-29
2995,Kornelia,Stark,kornelia.stark@wp.pl,398093067,Suwałki,03-412,2025-06-19,Influencer,False,1986-01-21
2996,Jan,Krzyżostaniak,jan.krzyżostaniak@wp.pl,,Szczecin,50-020,2026-04-04,Newsletter,True,1956-01-18
2997,Kazimierz,Klekot,kazimierz.klekot@wp.pl,+48 755 706 396,Warszawa,20-266,2026-03-06,Meta Ads,False,2000-12-10
2998,Janina,Krzosek,janina.krzosek@wp.pl,+48 330 479 379,Łódź,99-335,2024-12-27,Meta Ads,False,1983-10-24
2999,Ksawery,Dumin,ksawery.dumin@gmail.com,,Warszawa,74-948,2025-12-05,Meta Ads,False,1974-05-23
3000,Aurelia,Fijak,aurelia.fijak@gmail.com,835931991,Suwałki,25-792,2025-03-22,Google Ads,True,1963-06-15
3001,Norbert,Bączkiewicz,norbert.bączkiewicz@interia.pl,829059922,Wrocław,13-027,2025-03-29,Meta Ads,False,1983-11-13
3002,Maciej,Bidas,maciej.bidas@o2.pl,551-498-284,Warszawa,17-554,2025-03-05,Google Ads,False,1974-01-24
3003,Krzysztof,Dziadura,krzysztof.dziadura@wp.pl,679 245 723,Poznań,41-951,2026-01-18,Meta Ads,False,1967-10-16
3004,Nikodem,Danisz,nikodem.danisz@gmail.com,+48 435 761 683,Warszawa,00000,2025-01-16,Newsletter,False,1978-01-30
3005,Jeremi,Starzak,JEREMI.STARZAK@O2.PL,446-916-846,Gdańsk,28-791,2024-09-06,Organic,True,1974-06-06
3006,Sebastian,Niedojadło,sebastian.niedojadło@gmail.com,559 312 522,Gdańsk,57-127,2025-12-07,Newsletter,False,1999-10-22
3007,Albert,Ziemkiewicz,albert.ziemkiewicz@gmail.com,219-754-602,Częstochowa,57-889,2024-12-23,Newsletter,False,1995-01-09
3008,Nikodem,Zapadka,nikodem.zapadka@gmail.com,480 518 920,Wrocław,07-458,2024-11-20,Meta Ads,False,1978-11-02
3009,Konrad,Zarzeczna,konrad.zarzeczna@wp.pl,163 414 396,Warszawa,99-390,2025-01-13,Newsletter,True,1986-11-17
3010,Marcel,Jamroży,marcel.jamroży@wp.pl,631-497-503,Łódź,23-519,2025-05-23,Google Ads,False,2004-01-01
3011,Eliza,Bubel,eliza.bubel@wp.pl,+48 768 418 762,Lublin,21-775,2025-08-19,Organic,False,1966-09-15
3012,Marika,Cyrulik,marika.cyrulik@gmail.com,+48 175 984 174,Szczecin,78-367,2024-10-10,Meta Ads,False,1995-05-01
3013,Alex,Gordon,alex.gordon@wp.pl,789845921,Łódź,25-216,2026-07-07,Meta Ads,False,2007-10-23
3014,Dorota,Gamoń,dorota.gamoń@gmail.com,865 971 551,Rzeszów,62-262,2025-12-03,Meta Ads,True,1982-07-23
3015,Agnieszka,Marcol,agnieszka.marcol@gmail.com,589-624-206,Gdańsk,01-390,2025-03-30,Organic,False,1998-03-06
3016,Blanka,Złotek,blanka.złotek@gmail.com,916385518,Wrocław,13-364,2025-03-27,Meta Ads,False,1974-09-11
3017,Fabian,Mateńko,fabian.mateńko@wp.pl,226 496 723,Kraków,09-445,2025-07-10,Google Ads,True,2005-09-24
3018,Radosław,Radziewicz,radosław.radziewicz@onet.pl,+48 805 812 687,Warszawa,90-087,2025-11-23,Google Ads,False,1990-01-25
3019,Tobiasz,Brachman,tobiasz.brachman@gmail.com,983 356 815,Toruń,61-017,2024-11-30,Influencer,False,2006-01-06
3020,Jacek,Lelonek,jacek.lelonek@wp.pl,089 559 446,Gdynia,83-919,2024-12-02,Influencer,False,1972-09-23
3021,Julian,Hirsch,julian.hirsch@gmail.com,709831258,Gdynia,32-182,2026-04-18,Newsletter,False,1985-07-08
3022,Hubert,Nojek,hubert.nojek@wp.pl,216-525-147,Leszno,20-144,2025-02-11,Influencer,False,1992-06-07
3023,Piotr,Paliga,piotr.paliga@gmail.com,066-176-090,Pił,77-822,2025-05-31,Meta Ads,False,1966-09-19
3024,Gustaw,Dzieża,gustaw.dzieża@interia.pl,570603185,Wrocław,80-425,2026-05-10,Google Ads,False,1999-03-25
3025,Sandra,Felisiak,sandra.felisiak@onet.pl,772-035-720,Kraków,23-959,2025-12-23,Organic,True,1983-01-30
3026,Krystian,Niedośpiał,krystian.niedośpiał@wp.pl,172 745 204,Białystok,86-186,2025-04-22,Google Ads,False,1974-12-11
3027,Kamil,Bryczek,kamil.bryczek@o2.pl,+48 820 067 746,Konin,21-031,2025-12-27,Referral,False,1981-12-19
3028,Norbert,Bondaruk,norbert.bondaruk@wp.pl,029852431,Gdańsk,81-383,2024-09-06,Meta Ads,False,2003-10-09
3029,Błażej,Dankiewicz,błażej.dankiewicz@gmail.com,675-062-840,Kielce,42-030,2026-01-17,Meta Ads,False,1997-02-09
3030,Kornel,Utrata,kornel.utrata@gmail.com,+48 040 653 818,Częstochowa,61-036,2025-08-16,Google Ads,False,1994-07-19
3031,Julian,Wielgos,julian.wielgos@gmail.com,+48 063 698 492,Piła,06-553,2026-03-30,Meta Ads,False,1975-07-31
3032,Anna Maria,Kapral,anna maria.kapral@o2.pl,357-444-581,Bydgoszcz,21-103,2026-07-28,Organic,False,1956-05-21
3033,Artur,Baka,artur.baka@gmail.com,+48 847 545 448,Leszno,54-068,2026-06-17,Meta Ads,True,1961-07-21
3034,Lidia,Dłubak,lidia.dłubak@gmail.com,505 942 158,Katowice,54-877,2026-06-17,Meta Ads,False,2003-03-14
3035,Monika,Hulbój,monika.hulbój@gmail.com,+48 705 427 440,Warszawa,78-829,2025-09-13,Organic,False,1989-05-07
3036,Fabian,Teodorowicz,fabian.teodorowicz@o2.pl,465-292-968,Łódź,187801,2025-04-14,Organic,False,2003-06-13
3037,Hubert,Jędrasiak,hubert.jędrasiak@gmail.com,658142717,Gdańsk,434379,2025-07-08,Organic,False,1974-12-21
3038,Patryk,Aleksa,patryk.aleksa@wp.pl,+48 497 251 459,Warszawa,64-767,2025-12-15,Influencer,False,1999-08-24
3039,Anita,Hyjek,anita.hyjek@gmail.com,646463219,Warszawa,17-225,2026-05-28,Organic,True,1982-11-16
3040,Julian,Koss,julian.koss@wp.pl,081 089 321,Bydgoszcz,85-085,2024-12-19,Google Ads,False,1994-12-26
3041,Olga,Sochaj,olga.sochaj@gmail.com,+48 684 264 778,Szczecin,79-108,2026-06-24,Meta Ads,False,1968-10-31
3042,Iwo,Kurach,iwo.kurach@gmail.com,+48 961 497 358,Warszawa,94-676,2026-03-11,Meta Ads,False,1971-07-22
3043,Marcelina,Dacko,marcelina.dacko@gmail.com,359309033,Warszawa,76-533,2026-08-02,Influencer,False,1982-12-28
3044,Cezary,Wiza,CEZARY.WIZA@INTERIA.PL,674 761 407,Leszn,17-336,2026-05-29,Referral,False,1977-12-17
3045,Tymon,Sygut,tymon.sygut@onet.pl,+48 419 259 067,Łódź,95-958,2025-02-27,Meta Ads,False,2000-09-07
3046,Ernest,Siedlarz,ernest.siedlarz@gmail.com,784-050-813,Szczecin,07-814,2024-11-01,Newsletter,True,1966-01-31
3047,Grzegorz,Makieła,grzegorz.makieła@wp.pl,+48 010 799 361,Konin,19-650,2024-11-30,Meta Ads,False,1957-05-27
3048,Marek,Fiedoruk,marek.fiedoruk@o2.pl,236821662,Kraków,51-331,2025-03-07,Meta Ads,True,1956-03-19
3049,Karina,Romejko,karina.romejko@o2.pl,+48 626 214 458,Konin,45-193,2025-11-16,Newsletter,False,1988-12-01
3050,Aurelia,Lejk,aurelia.lejk@o2.pl,+48 107 970 754,Warszawa,58-220,2026-03-07,Meta Ads,False,1979-08-13
3051,Błażej,Cydzik,błażej.cydzik@gmail.com,+48 752 000 761,Gorzów Wielkopolski,57-121,2026-05-07,Organic,False,1995-01-29
3052,Ida,Staciwa,ida.staciwa@gmail.com,+48 299 097 377,Poznań,44-914,2025-11-10,Google Ads,False,1965-06-20
3053,Cyprian,Zemanek,cyprian.zemanek@o2.pl,+48 838 026 870,Toruń,63-791,2024-09-05,Google Ads,False,1984-09-08
3054,Patryk,Druszcz,patryk.druszcz@gmail.com,,Toruń,44-782,2024-12-08,Newsletter,False,1983-02-08
3055,Wiktor,Hein,wiktor.hein@gmail.com,448596276,Wrocław,47-437,2024-11-07,Meta Ads,True,1989-08-21
3056,Inga,Byra,inga.byra@gmail.com,112221782,Częstochowa,13-233,2025-04-10,Referral,False,2007-04-11
3057,Kamil,Tułacz,kamil.tułacz@gmail.com,756-584-117,Rzeszów,332544,2025-09-06,Meta Ads,False,1971-04-08
3058,Mieszko,Siemek,mieszko.siemek@gmail.com,342396142,Warszawa,58-447,2024-10-16,Google Ads,False,1984-12-02
3059,Karol,Maślach,karol.maślach@gmail.com,243925252,Opole,65-187,2025-04-25,Google Ads,False,1976-08-31
3060,Apolonia,Gasik,apolonia.gasik@gmail.com,802 545 162,Poznań,19-861,2024-12-17,Newsletter,True,1991-09-01
3061,Kacper,Augustynek,kacper.augustynek@wp.pl,,Krakó,94-763,2025-11-02,Google Ads,False,1974-05-09
3062,Krystian,Zbroszczyk,krystian.zbroszczyk@gmail.com,678 354 540,Lublin,68-538,2025-07-01,Meta Ads,False,1958-01-31
3063,Ewelina,Godzik,ewelina.godzik@onet.pl,551286070,Warszawa,70-236,2025-08-08,Google Ads,False,1992-05-12
3064,Liwia,Kumorek,liwia.kumorek@onet.pl,+48 122 793 434,Kraków,48-163,2025-06-08,Google Ads,False,1960-11-25
3065,Leon,Krzysztoszek,leon.krzysztoszek@wp.pl,629-648-528,Warszawa,82-880,2026-07-11,Meta Ads,False,1988-05-11
3066,Krystian,Sommerfeld,krystian.sommerfeld@onet.pl,+48 464 636 010,Katowice,79-435,2024-12-24,Organic,False,2001-01-31
3067,Konstanty,Jaroch,konstanty.jaroch@gmail.com,,Warszawa,52-304,2025-09-30,Meta Ads,False,1976-04-02
3068,Angelika,Picheta,angelika.picheta@wp.pl,682619114,Wrocław,61-480,2026-01-08,Organic,True,1972-08-28
3069,Radosław,Pajda,radosław.pajda@wp.pl,+48 686 545 176,Warszawa,10-258,2025-10-15,Google Ads,False,1993-02-19
3070,Fabian,Radke,fabian.radke@gmail.com,258635418,Gdynia,94-628,2026-06-16,Influencer,True,1987-01-28
3071,Krzysztof,Zeman,krzysztof.zeman@gmail.com,914 549 147,Leszno,97-421,2025-05-17,Meta Ads,True,1963-01-12
3072,Karina,Malka,karina.malka@gmail.com,234309895,Warszawa,21-783,2025-07-19,Google Ads,False,2007-02-12
3073,Andrzej,Ziemann,andrzej.ziemann@gmail.com,691391160,Białystok,21-662,2024-11-12,Organic,True,1977-10-20
3074,Tola,Solarczyk,tola.solarczyk@interia.pl,823 510 579,Łódź,32-855,2025-11-02,Meta Ads,True,1974-03-02
3075,Artur,Mazik,artur.mazik@gmail.com,677 752 253,Warszawa,18-915,2025-03-15,Organic,False,1976-11-14
3076,Janina,Kretek,janina.kretek@gmail.com,313 648 071,Gorzów Wielkopolski,20-211,2024-12-15,Newsletter,False,1979-02-04
3077,Jacek,Pacholik,jacek.pacholik@interia.pl,+48 640 136 001,Kraków,42-012,2025-10-27,Meta Ads,False,1989-05-05
3078,Angelika,Witoń,angelika.witoń@gmail.com,+48 765 101 078,Elbląg,68-106,2025-09-27,Google Ads,False,1996-06-29
3079,Natasza,Gosek,natasza.gosek@o2.pl,044-539-366,Gdańsk,85-449,2024-10-13,Meta Ads,False,1971-06-07
3080,Marcel,Migoń,marcel.migoń@gmail.com,+48 976 431 609,Katowice,96-625,2025-12-03,Influencer,True,1979-09-05
3081,Wojciech,Bobik,wojciech.bobik@gmail.com,929-019-747,Białystok,97-933,2025-11-17,Meta Ads,False,1993-10-03
3082,Jeremi,Drop,jeremi.drop@interia.pl,,Katowice,49-859,2024-12-23,Meta Ads,True,2002-10-29
3083,Kamil,Chojna,kamil.chojna@gmail.com,285-773-486,Rzeszów,60-437,2025-07-24,Meta Ads,False,1986-08-07
3084,Ada,Krauza,ada.krauza@gmail.com,292856132,Warszawa,38-231,2025-12-30,Organic,False,1983-04-22
3085,Dawid,Wypiór,dawid.wypiór@wp.pl,+48 731 225 087,Poznań,78-983,2025-09-19,Meta Ads,False,1987-05-06
3086,Olgierd,Frączkiewicz,olgierd.frączkiewicz@wp.pl,,Kraków,86-507,2025-05-14,Organic,False,1999-12-10
3087,Kornelia,Niećko,kornelia.niećko@wp.pl,,Piła,08-654,2025-03-12,Meta Ads,False,1961-03-03
3088,Konstanty,Miecznik,konstanty.miecznik@o2.pl,,Konin,93-751,2025-11-08,Meta Ads,False,1970-03-20
3089,Iwo,Fedyk,iwo.fedyk@interia.pl,261223694,Kraków,66-337,2026-06-21,Google Ads,True,1977-11-01
3090,Iwo,Dyszy,iwo.dyszy@wp.pl,+48 514 488 449,Warszawa,11-014,2025-12-16,Meta Ads,True,1960-12-14
3091,Ada,Pelka,ada.pelka@wp.pl,+48 561 934 135,Warszawa,75-507,2024-10-31,Referral,False,1967-04-30
3092,Justyna,Wałaszek,justyna.wałaszek@gmail.com,075-843-058,Łódź,35-107,2025-07-29,Organic,False,2008-06-14
3093,Ada,Domka,ada.domka@gmail.com,907-626-356,Warszawa,78-858,2026-05-13,Meta Ads,True,1985-07-28
3094,Eliza,Budzich,eliza.budzich@onet.pl,297305913,Warszawa,86-392,2024-11-12,Influencer,False,1957-10-29
3095,Dominik,Sypień,dominik.sypień@o2.pl,648160715,Łódź,83-977,2026-08-06,Influencer,True,1960-10-26
3096,Patryk,Pyć,patryk.pyć@gmail.com,755-752-729,Kielce,98-245,2026-07-08,Google Ads,False,1974-09-17
3097,Sandra,Dulik,sandra.dulik@o2.pl,,Poznań,51-736,2024-10-05,Organic,False,1995-01-17
3098,Mieszko,Dziewior,mieszko.dziewior@gmail.com,302768463,Gddańsk,57-873,2026-06-05,Google Ads,False,1980-01-06
3099,Angelika,Janiga,angelika.janiga@gmail.com,,Warszawa,52-833,2025-04-02,Meta Ads,False,1998-04-10
3100,Kornelia,Łachut,kornelia.łachut@gmail.com,862-672-725,Bydgoszcz,04-222,2026-04-14,Newsletter,False,1985-08-23
3101,Szymon,Mieloch,szymon.mieloch@gmail.com,,Rzeszów,43-102,2025-06-06,Organic,False,1971-02-01
3102,Klara,Florian,klara.florian@wp.pl,813-558-355,Kraków,04-747,2025-06-02,Meta Ads,False,1979-10-18
3103,Iwo,Andruszko,iwo.andruszko@wp.pl,811 218 027,Poznań,88-353,2025-11-02,Google Ads,False,1974-04-09
3104,Witold,Kleina,witold.kleina@onet.pl,+48 094 986 530,Kraków,58-803,2026-02-24,Meta Ads,True,1958-02-16
3105,Róża,Łachacz,róża.łachacz@o2.pl,901897823,Warszawa,82-270,2024-09-07,Meta Ads,False,1996-05-01
3106,Miłosz,Oślizło,miłosz.oślizło@gmail.com,+48 936 808 465,Kraków,470913,2025-11-27,Meta Ads,True,2001-05-12
3107,Kazimierz,Cyrulik,kazimierz.cyrulik@wp.pl,686061872,Toruń,52-772,2024-12-16,Meta Ads,False,1974-01-25
3108,Tymoteusz,Usarek,tymoteusz.usarek@gmail.com,368128782,Olsztyn,64-878,2025-04-28,Google Ads,False,1960-04-21
3109,Maks,Małas,maks.małas@gmail.com,,Kraków,69-758,2025-04-08,Meta Ads,True,1998-04-09
3110,Olaf,Januchta,olaf.januchta@onet.pl,317819425,Szczecin,40-104,2025-07-24,Google Ads,False,2004-01-18
3111,Tomasz,Jaśkowiec,tomasz.jaśkowiec@o2.pl,406774398,Poznań,52-321,2025-04-27,Newsletter,True,1988-07-20
3112,Daniel,Golisz,daniel.golisz@onet.pl,004-570-285,Opole,49-208,2024-11-07,Meta Ads,False,1969-08-15
3113,Ada,Ciężka,ada.ciężka@gmail.com,+48 318 230 051,Konin,44-826,2024-11-26,Referral,True,1978-10-18
3114,Olgierd,Dejneka,olgierd.dejneka@gmail.com,+48 287 531 276,Warszawa,21-983,2024-09-25,Organic,True,1964-07-11
3115,Kacper,Duczmal,kacper.duczmal@gmail.com,031-818-395,Warszawa,25-596,2025-07-19,Google Ads,True,1972-01-20
3116,Dorota,Gierat,DOROTA.GIERAT@ONET.PL,+48 037 471 106,Białystok,83-574,2026-07-30,Newsletter,True,1971-04-18
3117,Melania,Lempart,melania.lempart@wp.pl,,Suwałki,23-408,2024-11-29,Organic,False,1988-05-16
3118,Igor,Augustynek,igor.augustynek@gmail.com,+48 169 673 790,Poznań,12-093,2026-07-17,Organic,False,1993-04-25
3119,Olga,Cichos,olga.cichos@gmail.com,543981337,Poznań,34-150,2026-01-06,Meta Ads,True,1993-07-15
3120,Ewelina,Kurczak,ewelina.kurczak@interia.pl,403122712,Kraków,51-137,2025-11-19,Meta Ads,False,2004-06-03
3121,Paweł,Szylar,paweł.szylar@gmail.com,805400712,Poznań,95-835,2025-11-08,Meta Ads,True,2002-01-18
3122,Gustaw,Jeszka,gustaw.jeszka@gmail.com,+48 347 040 367,Kraków,73-995,2026-04-06,Meta Ads,False,1959-12-14
3123,Artur,Bartuś,artur.bartuś@gmail.com,977-851-965,Gdynia,06-252,2024-11-30,Google Ads,True,1984-08-21
3124,Jacek,Kwasek,jacek.kwasek@gmail.com,086629180,Gdańsk,64-230,2025-09-01,Newsletter,False,1999-10-04
3125,Borys,Bryzek,borys.bryzek@gmail.com,085-849-154,Białystok,29-451,2025-12-27,Google Ads,False,1989-12-07
3126,Przemysław,Luks,przemysław.luks@gmail.com,+48 727 333 428,Kraków,02-304,2025-11-28,Newsletter,False,1968-07-05
3127,Michał,Złotek,MICHAŁ.ZŁOTEK@WP.PL,+48 950 016 322,Wrocław,79-495,2026-04-13,Meta Ads,True,2000-01-03
3128,Urszula,Roch,urszula.roch@gmail.com,890-129-340,Toruń,71-582,2024-10-09,Meta Ads,True,1965-10-13
3129,Daniel,Dorna, daniel.dorna@wp.pl ,315451710,Kraków,67-595,2025-12-07,Influencer,False,1976-10-10
3130,Aurelia,Orpel,aurelia.orpel@onet.pl,+48 179 057 309,Warszawa,50-765,2025-09-06,Meta Ads,True,1969-06-15
3131,Dariusz,Idzi,dariusz.idzi@wp.pl,626302868,Poznań,34-442,2025-05-10,Meta Ads,False,1975-03-21
3132,Marek,Gregorowicz,marek.gregorowicz@o2.pl,+48 287 514 571,Kraków,70-366,2025-04-30,Organic,True,1959-09-05
3133,Łukasz,Butrym,łukasz.butrym@wp.pl,449-768-364,Szczecin,90-253,2025-11-27,Newsletter,True,1997-10-05
3134,Elżbieta,Błądek,elżbieta.błądek@gmail.com,+48 111 007 469,Rzeszó,13-940,2026-05-02,Google Ads,True,1997-02-27
3135,Dorota,Ciastek,dorota.ciastek@wp.pl,428-700-694,Suwałki,61-549,2025-08-02,Organic,False,1972-03-17
3136,Olaf,Prasek,olaf.prasek@gmail.com,472-638-458,Gdynia,45-735,2026-04-09,Influencer,True,1992-10-22
3137,Bianka,Drobot,bianka.drobot@gmail.com,+48 752 355 921,Poznań,29-477,2025-05-29,Google Ads,False,1969-11-10
3138,Mikołaj,Nalewajek,mikołaj.nalewajek@gmail.com,180452103,Radom,80-449,2024-11-01,Google Ads,True,1981-12-10
3139,Justyna,Kijanka,justyna.kijanka@wp.pl,644 039 588,Poznań,22-023,2024-10-10,Meta Ads,False,1985-04-10
3140,Melania,Cierpka,melania.cierpka@gmail.com,860 010 219,Kraków,08-918,2024-10-13,Meta Ads,False,1974-01-07
3141,Tymon,Morys,tymon.morys@gmail.com,+48 974 116 311,Warszaw,88-363,2025-05-15,Newsletter,True,1959-01-23
3142,Jacek,Sadlak,JACEK.SADLAK@GMAIL.COM,674696642,Kraków,33-971,2025-04-08,Newsletter,False,2003-02-10
3143,Antoni,Feliniak,antoni.feliniak@gmail.com,234826534,Kraków,77-503,2025-12-17,Meta Ads,False,1978-06-06
3144,Łukasz,Pioch,łukasz.pioch@wp.pl,467-369-162,Poznań,28-678,2026-01-18,Meta Ads,False,1979-07-23
3145,Julita,Duchnik,julita.duchnik@o2.pl,,Leszno,87-312,2024-10-09,Referral,False,1973-02-10
3146,Nicole,Machowiak,nicole.machowiak@wp.pl,561-970-008,Kraków,66-969,2024-12-02,Organic,False,1977-03-04
3147,Rozalia,Dzikiewicz,rozalia.dzikiewicz@gmail.com,195 432 393,Szczecin,76-323,2025-02-03,Meta Ads,False,2001-04-27
3148,Mikołaj,Lisoń,mikołaj.lisoń@wp.pl,636-930-901,Warszawa,97-367,2025-10-14,Meta Ads,True,1986-09-24
3149,Wojciech,Szkaradek,wojciech.szkaradek@gmail.com,+48 962 445 040,Lublin,09-543,2024-11-26,Google Ads,False,1977-07-10
3150,Miłosz,Pela,MIŁOSZ.PELA@WP.PL,367 574 302,Kraków,25-255,2024-11-19,Google Ads,False,2007-07-11
3151,Kajetan,Płodzień,kajetan.płodzień@gmail.com,157141378,Katowice,24-031,2026-07-26,Meta Ads,False,1990-01-05
3152,Anastazja,Klus,anastazja.klus@gmail.com,+48 940 442 697,piła,16-340,2026-03-09,Meta Ads,False,1960-04-25
3153,Olga,Panasiewicz,olga.panasiewicz@onet.pl,922833401,Radom,90-972,2024-12-09,Google Ads,False,1991-12-02
3154,Kalina,Czubaszek,kalina.czubaszek@onet.pl,383466282,Warszawa,90-486,2025-05-23,Meta Ads,False,1962-12-08
3155,Cyprian,Janiuk,cyprian.janiuk@o2.pl,188 542 536,Łód,13-319,2025-04-26,Newsletter,True,1974-06-02
3156,Kornelia,Kielich,kornelia.kielich@wp.pl,096 211 173,Warszawa,33-512,2026-03-17,Meta Ads,False,1960-05-27
3157,Robert,Gryka,robert.gryka@gmail.com,686155317,Kraków,26-233,2025-09-08,Newsletter,False,1974-03-17
3158,Maksymilian,Boba,MAKSYMILIAN.BOBA@GMAIL.COM,,Bydgoszcz,58-770,2024-11-04,Meta Ads,False,1960-07-30
3159,Juliusz,Sidorczuk,juliusz.sidorczuk@gmail.com,750112021,Częstochowa,78-063,2026-01-21,Google Ads,False,2007-08-23
3160,Stanisław,Pietrusiewicz,stanisław.pietrusiewicz@gmail.com,,Poznań,48-098,2025-05-17,Organic,False,1964-07-11
3161,Liwia,Kotala,liwia.kotala@gmail.com,+48 482 099 020,Łódź,01-335,2025-02-07,Meta Ads,False,1975-12-27
3162,Antoni,Potok,antoni.potok@gmail.com,841955976,Białystok,73-577,2025-05-10,Organic,False,1975-06-18
3163,Krzysztof,Felisiak,krzysztof.felisiak@gmail.com,238-104-169,Wrocław,25-652,2025-08-27,Organic,False,1988-07-02
3164,Grzegorz,Szkup,grzegorz.szkup@wp.pl,+48 590 372 077,Bydgoszcz,28-354,2025-04-28,Organic,False,1960-09-25
3165,Marcin,Kryk,marcin.kryk@wp.pl,249 946 272,Warszawa,48-588,2025-01-29,Newsletter,False,1964-12-21
3166,Monika,Stochaj,monika.stochaj@wp.pl,231390824,Poznań,99-182,2025-05-30,Newsletter,False,1982-06-26
3167,Sara,Ochnio, sara.ochnio@gmail.com ,+48 995 236 776,Łódź,80-040,2024-09-30,Google Ads,True,2005-03-02
3168,Ignacy,Zawartka,ignacy.zawartka@gmail.com,379-106-980,Bydgoszcz,40-958,2026-02-01,Meta Ads,False,1971-01-15
3169,Nataniel,Olszyna,nataniel.olszyna@interia.pl,,Rzeszów,24-605,2024-12-26,Meta Ads,True,1983-01-28
3170,Oskar,Wochna,oskar.wochna@gmail.com,257097790,Gdańsk,25-618,2024-10-16,Referral,False,1963-10-28
3171,Natan,Gawliczek,natan.gawliczek@gmail.com,620 212 056,Poznań,85-562,2025-11-23,Newsletter,False,1999-09-06
3172,Adrianna,Przybycień,adrianna.przybycień@gmail.com,+48 974 781 575,Łódź,86-568,2026-02-15,Influencer,False,1959-01-24
3173,Witold,Zielke,witold.zielke@interia.pl,120-359-066,Rado,19-246,2026-03-01,Google Ads,False,2006-07-01
3174,Marika,Kulisz,marika.kulisz@onet.pl,494 447 711,Olsztyn,52-043,2025-08-24,Google Ads,False,1974-08-02
3175,Malwina,Surdel,malwina.surdel@gmail.com,073 091 925,Wrocław,85-725,2024-12-26,Google Ads,True,1995-08-04
3176,Tola,Hajda,tola.hajda@gmail.com,,Wrocław,67-094,2026-01-14,Google Ads,False,1990-10-05
3177,Kazimierz,Bugiel,kazimierz.bugiel@gmail.com,612 095 275,Gdańsk,73-589,2025-12-10,Google Ads,False,1992-10-24
3178,Angelika,Nieszporek,angelika.nieszporek@wp.pl,,Warszawa,495452,2025-01-31,Influencer,False,1989-09-07
3179,Ryszard,Filek,ryszard.filek@o2.pl,+48 919 858 576,Łódź,18-459,2026-05-15,Organic,True,1996-01-24
3180,Aleks,Domek,aleks.domek@wp.pl,,Wrocław,55-414,2024-11-15,Newsletter,False,1978-08-28
3181,Karol,Glenc,karol.glenc@gmail.com,907-340-232,Warszawa,00000,2026-08-06,Meta Ads,False,1961-02-14
3182,Melania,Rogacz,melania.rogacz@gmail.com,874 553 058,Łódź,79-399,2026-04-27,Meta Ads,False,1971-10-22
3183,Stefan,Stypka,stefan.stypka@o2.pl,732-112-180,Warszawa,88-716,2025-12-31,Referral,False,1958-07-07
3184,Maciej,Łągiewka,maciej.łągiewka@interia.pl,968022566,Leszno,12-315,2026-06-17,Meta Ads,False,2002-11-17
3185,Anita,Sporek,anita.sporek@onet.pl,,Lublin,23-657,2025-12-08,Meta Ads,False,1972-03-21
3186,Franciszek,Kopytko,franciszek.kopytko@o2.pl,412-129-894,Warszawa,04-049,2024-12-26,Meta Ads,True,2006-11-01
3187,Ernest,Kulisz,ernest.kulisz@wp.pl,784468893,Warszawa,46-988,2025-06-09,Google Ads,False,1984-02-05
3188,Justyna,Jargieło,justyna.jargieło@gmail.com,049 506 039,Warszawa,66-537,2024-10-12,Meta Ads,False,2000-08-09
3189,Apolonia,Korda,apolonia.korda@o2.pl,517-973-404,Poznań,00000,2025-05-05,Google Ads,False,1957-12-18
3190,Bruno,Hajda,bruno.hajda@o2.pl,088 038 970,Łódź,00000,2026-01-07,Influencer,True,1965-06-09
3191,Borys,Kamieniak,borys.kamieniak@onet.pl,493-873-014,Gdańsk,41-075,2025-05-03,Google Ads,True,1993-06-09
3192,Anastazja,Tereszkiewicz,anastazja.tereszkiewicz@gmail.com,319 264 298,Konin,74-656,2025-04-23,Influencer,True,1988-02-01
3193,Aleksander,Baumgart,aleksander.baumgart@gmail.com,550306708,Częstochowa,27-922,2025-11-12,Meta Ads,False,1992-02-18
3194,Aleks,Furgał,aleks.furgał@wp.pl,703-961-712,Poznań,31-676,2026-05-09,Newsletter,False,1998-09-20
3195,Kornel,Wojtalik,kornel.wojtalik@onet.pl,175-074-891,Warszawa,50-847,2024-10-19,Organic,True,1967-09-13
3196,Blanka,Orman,blanka.orman@gmail.com,+48 666 155 256,Leszno,20-146,2025-05-23,Google Ads,False,1987-05-01
3197,Robert,Omiotek,robert.omiotek@gmail.com,497 763 715,kielce,55-697,2024-11-27,Meta Ads,False,1985-11-01
3198,Fabian,Kierepka,fabian.kierepka@gmail.com,814 126 030,Radom,84-755,2025-12-14,Google Ads,False,2004-01-10
3199,Kalina,Pacholczak,kalina.pacholczak@onet.pl,,Warszawa,02-426,2024-11-16,Organic,False,1999-03-31
